Time (Ma),Global mid-ocean ridge lengths (km),Mean global ridge velocities (cm/yr),Global ridge velocity standard deviation (cm/yr),Surface area of crust produced at ridges (km^2/yr),Global subduction zone lengths (km),Mean global subduction velocities (cm/yr),Global subduction velocity standard deviation (cm/yr),Surface area of crust subducted at trenches (km^2/yr),Global transform boundary lengths (km)
218.0,40002.666339441515,8.327176931778887,3.5877243559455825,3.3352093793691724,67333.20722345162,5.279530665586662,4.147262631897523,3.5542560405299293,9260.258152448236
217.0,40025.96809066723,8.320178500120157,3.587947019439827,3.334354863484817,67250.20977909774,5.283960452381439,4.161854141993386,3.55283485753632,9259.611418916385
216.0,40048.8050670933,8.313460518617386,3.588392257556073,3.3335695102828558,67181.78793790238,5.285819704189416,4.175918259112144,3.5504526761605555,9259.056570793196
215.0,40063.44604857532,8.307635230248845,3.5897201922582425,3.332456600431818,67118.08520692878,5.287877459225193,4.188579029444494,3.54845119884367,9258.59336224018
214.0,39173.91511414199,8.439188747169935,3.5158569073636534,3.3100393076976986,67057.44068447773,5.288687240214309,4.207263294779655,3.545773348861965,10154.739738480388
213.0,38675.35781576738,8.517431168848072,3.461888768700768,3.298247866498684,67005.00864333328,5.289935342456273,4.219081680594249,3.5438232887056675,10664.20426313932
212.0,38706.512532010034,8.509846938613801,3.4632751588224258,3.297968327691589,67003.40556735966,5.297468208608379,4.238206517256741,3.5487720009519648,10665.140219064104
211.0,38765.08646366463,8.497298924472096,3.4680968748174426,3.298091100523731,66982.18654828891,5.28314812248476,4.2608713841654815,3.538046919824148,10636.052303413204
210.0,39237.701133834424,8.383646019513648,3.5414106214752326,3.293603694909638,66965.12469595592,5.2815781036347795,4.2787765332530965,3.5360844481431655,10120.678408533886
209.0,39319.518345977755,8.34925109343954,3.5775634898323165,3.286926115123583,66995.6236316965,5.106982046295315,3.8151288623553787,3.420740154281618,10038.027303049565
208.0,39404.93375438043,8.333374435981698,3.5840894981354494,3.287796801045355,66986.31858388844,5.112444525428072,3.8224355288185303,3.4239188824232345,9956.04812985435
207.0,38727.70486852409,8.444429217799179,3.5102841597226915,3.2744006814876383,66977.64174767696,5.119770043485701,3.832085498540179,3.4283769882727166,10689.984662656665
206.0,38802.74843776183,8.427545377802243,3.5180003779284084,3.274178486384595,66969.81896662692,5.12675438731299,3.8401939466831925,3.4326498787326605,10685.129838350804
205.0,38887.0714419452,8.410931428006988,3.5242585423454336,3.274816665555154,66991.89325666649,5.133494961486207,3.8506426918589938,3.4382938461019004,10680.261225060012
204.0,38821.52031547616,8.42133041226356,3.5152584725047986,3.2733329635848887,66952.85234744097,5.134983680088677,3.8627579380237975,3.4372862464698706,10826.631065091355
203.0,38901.601599443406,8.403858483237833,3.522289791252427,3.2732686928251695,66916.63076814638,5.134990480745364,3.867378017785842,3.435431518446372,10819.770428734562
202.0,38975.311331176425,8.38935650158155,3.528129388929243,3.273798981700079,66872.49752065104,5.135143905376862,3.872911788001001,3.433268785592694,10811.75237081446
201.0,39051.522180917804,8.373740376391426,3.5356565618993323,3.2740805860902724,66826.47133255546,5.1341339082940225,3.87746797846832,3.430231773429714,10803.678555245377
200.0,37295.748501966824,8.724579369581688,3.322913606398215,3.2576525257318156,62477.55308049001,5.680282988627538,3.8113207242629743,3.5482725804398836,7298.906625128436
199.0,35719.88734174957,7.986140976188323,3.4907793163465994,2.8557801226012076,62574.18371258946,4.243353945762947,2.892996870071193,2.654761683044418,12111.87914628985
198.0,35709.46233250148,7.985894950990289,3.4908354756668225,2.8548767403190225,62580.36019208874,4.237381371419104,2.882792905529141,2.651278585558565,12083.281189706222
